Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access
7776,HR,117,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,https://api.congress.gov/v3/bill/117/hr/7776?format=xml,"Rep. DeFazio, Peter A. [D-OR-4]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7776/BILLS-117hr7776enr.xml
3470,S,117,End Human Trafficking in Government Contracts Act of 2022,https://api.congress.gov/v3/bill/117/s/3470?format=xml,"Sen. Lankford, James [R-OK]",Government Operations and Politics,https://www.congress.gov/117/bills/s3470/BILLS-117s3470enr.xml
2617,HR,117,"Consolidated Appropriations Act, 2023",https://api.congress.gov/v3/bill/117/hr/2617?format=xml,"Rep. Connolly, Gerald E. [D-VA-11]",Economics and Public Finance,https://www.congress.gov/117/bills/hr2617/BILLS-117hr2617enr.xml
6833,HR,117,"Continuing Appropriations and Ukraine Supplemental Appropriations Act, 2023",https://api.congress.gov/v3/bill/117/hr/6833?format=xml,"Rep. Craig, Angie [D-MN-2]",Economics and Public Finance,https://www.congress.gov/117/bills/hr6833/BILLS-117hr6833enr.xml
3157,S,117,Bridging the Gap for New Americans Act,https://api.congress.gov/v3/bill/117/s/3157?format=xml,"Sen. Klobuchar, Amy [D-MN]",Immigration,https://www.congress.gov/117/bills/s3157/BILLS-117s3157enr.xml
1437,HR,117,"Further Continuing Appropriations and Extensions Act, 2023",https://api.congress.gov/v3/bill/117/hr/1437?format=xml,"Rep. Sherrill, Mikie [D-NJ-11]",Economics and Public Finance,https://www.congress.gov/117/bills/hr1437/BILLS-117hr1437enr.xml
4373,HR,117,"Further Additional Continuing Appropriations and Extensions Act, 2023",https://api.congress.gov/v3/bill/117/hr/4373?format=xml,"Rep. Lee, Barbara [D-CA-13]",International Affairs,https://www.congress.gov/117/bills/hr4373/BILLS-117hr4373enr.xml
3969,S,117,PAVA Program Inclusion Act,https://api.congress.gov/v3/bill/117/s/3969?format=xml,"Sen. Lujan, Ben Ray [D-NM]",Government Operations and Politics,https://www.congress.gov/117/bills/s3969/BILLS-117s3969enr.xml
4900,S,117,SBIR and STTR Extension Act of 2022,https://api.congress.gov/v3/bill/117/s/4900?format=xml,"Sen. Cardin, Benjamin L. [D-MD]",Commerce,https://www.congress.gov/117/bills/s4900/BILLS-117s4900enr.xml
8404,HR,117,Respect for Marriage Act,https://api.congress.gov/v3/bill/117/hr/8404?format=xml,"Rep. Nadler, Jerrold [D-NY-10]","Civil Rights and Liberties, Minority Issues",https://www.congress.gov/117/bills/hr8404/BILLS-117hr8404enr.xml
6899,HR,117,Russia and Belarus SDR Exchange Prohibition Act of 2022,https://api.congress.gov/v3/bill/117/hr/6899?format=xml,"Rep. Hill, J. French [R-AR-2]",International Affairs,https://www.congress.gov/117/bills/hr6899/BILLS-117hr6899enr.xml
1942,S,117,National Heritage Area Act,https://api.congress.gov/v3/bill/117/s/1942?format=xml,"Sen. Stabenow, Debbie [D-MI]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s1942/BILLS-117s1942enr.xml
5168,S,117,Energy Security and Lightering Independence Act of 2022,https://api.congress.gov/v3/bill/117/s/5168?format=xml,"Sen. Padilla, Alex [D-CA]",Immigration,https://www.congress.gov/117/bills/s5168/BILLS-117s5168enr.xml
8454,HR,117,Medical Marijuana and Cannabidiol Research Expansion Act,https://api.congress.gov/v3/bill/117/hr/8454?format=xml,"Rep. Blumenauer, Earl [D-OR-3]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr8454/BILLS-117hr8454enr.xml
3519,S,117,Butterfield Overland National Historic Trail Designation Act,https://api.congress.gov/v3/bill/117/s/3519?format=xml,"Sen. Boozman, John [R-AR]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s3519/BILLS-117s3519enr.xml
3294,S,117,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://api.congress.gov/v3/bill/117/s/3294?format=xml,"Sen. Klobuchar, Amy [D-MN]",Congress,https://www.congress.gov/117/bills/s3294/BILLS-117s3294enr.xml
5681,HR,117,Shadow Wolves Enhancement Act,https://api.congress.gov/v3/bill/117/hr/5681?format=xml,"Rep. Katko, John [R-NY-24]",Immigration,https://www.congress.gov/117/bills/hr5681/BILLS-117hr5681enr.xml
7939,HR,117,Veterans Auto and Education Improvement Act of 2022,https://api.congress.gov/v3/bill/117/hr/7939?format=xml,"Rep. Levin, Mike [D-CA-49]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7939/BILLS-117hr7939enr.xml
6604,HR,117,Veterans Eligible to Transfer School (VETS) Credit Act,https://api.congress.gov/v3/bill/117/hr/6604?format=xml,"Rep. Buchanan, Vern [R-FL-16]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6604/BILLS-117hr6604enr.xml
5229,S,117,"A bill to direct the Joint Committee of Congress on the Library to remove the bust of Roger Brooke Taney in the Old Supreme Court Chamber of the Capitol and to obtain a bust of Thurgood Marshall for installation in the Capitol or on the Capitol Grounds, and for other purposes.",https://api.congress.gov/v3/bill/117/s/5229?format=xml,"Sen. Cardin, Benjamin L. [D-MD]",Congress,https://www.congress.gov/117/bills/s5229/BILLS-117s5229enr.xml
2520,S,117,State and Local Government Cybersecurity Act of 2021,https://api.congress.gov/v3/bill/117/s/2520?format=xml,"Sen. Peters, Gary C. [D-MI]",Emergency Management,https://www.congress.gov/117/bills/s2520/BILLS-117s2520enr.xml
2089,S,117,Keep Kids Fed Act of 2022,https://api.congress.gov/v3/bill/117/s/2089?format=xml,"Sen. Shaheen, Jeanne [D-NH]",Agriculture and Food,https://www.congress.gov/117/bills/s2089/BILLS-117s2089enr.xml
4458,S,117,Ensuring the Best Schools for Veterans Act of 2022,https://api.congress.gov/v3/bill/117/s/4458?format=xml,"Sen. Tester, Jon [D-MT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s4458/BILLS-117s4458enr.xml
3373,S,117,Honoring our PACT Act of 2022,https://api.congress.gov/v3/bill/117/s/3373?format=xml,"Sen. Kaine, Tim [D-VA]",Armed Forces and National Security,https://www.congress.gov/117/bills/s3373/BILLS-117s3373enr.xml
2687,S,117,Strengthening Oversight for Veterans Act of 2021,https://api.congress.gov/v3/bill/117/s/2687?format=xml,"Sen. Tester, Jon [D-MT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2687/BILLS-117s2687enr.xml
1842,HR,117,Harriet Tubman Bicentennial Commemorative Coin Act,https://api.congress.gov/v3/bill/117/hr/1842?format=xml,"Rep. Meeks, Gregory W. [D-NY-5]",Finance and Financial Sector,https://www.congress.gov/117/bills/hr1842/BILLS-117hr1842enr.xml
4346,HR,117,CHIPS and Science Act,https://api.congress.gov/v3/bill/117/hr/4346?format=xml,"Rep. Ryan, Tim [D-OH-13]","Science, Technology, Communications",https://www.congress.gov/117/bills/hr4346/BILLS-117hr4346enr.xml
1095,S,117,Colonel John M. McHugh Tuition Fairness for Survivors Act of 2021,https://api.congress.gov/v3/bill/117/s/1095?format=xml,"Sen. Moran, Jerry [R-KS]",Armed Forces and National Security,https://www.congress.gov/117/bills/s1095/BILLS-117s1095enr.xml
3377,S,117,Capitol Police Emergency Assistance Act of 2021,https://api.congress.gov/v3/bill/117/s/3377?format=xml,"Sen. Klobuchar, Amy [D-MN]",Congress,https://www.congress.gov/117/bills/s3377/BILLS-117s3377enr.xml
270,S,117,Brown v. Board of Education National Historical Park Expansion and Redesignation Act,https://api.congress.gov/v3/bill/117/s/270?format=xml,"Sen. Coons, Christopher A. [D-DE]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s270/BILLS-117s270enr.xml
5376,HR,117,Inflation Reduction Act of 2022,https://api.congress.gov/v3/bill/117/hr/5376?format=xml,"Rep. Yarmuth, John A. [D-KY-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hr5376/BILLS-117hr5376enr.xml
6943,HR,117,Public Safety Officer Support Act of 2022,https://api.congress.gov/v3/bill/117/hr/6943?format=xml,"Rep. Trone, David J. [D-MD-6]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr6943/BILLS-117hr6943enr.xml
2523,HR,117,THRIVE Act,https://api.congress.gov/v3/bill/117/hr/2523?format=xml,"Rep. Levin, Mike [D-CA-49]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr2523/BILLS-117hr2523enr.xml
3359,HR,117,Homicide Victims' Families' Rights Act of 2021,https://api.congress.gov/v3/bill/117/hr/3359?format=xml,"Rep. Swalwell, Eric [D-CA-15]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr3359/BILLS-117hr3359enr.xml
3773,S,117,A bill to authorize leases of up to 99 years for land held in trust for the Confederated Tribes of the Chehalis Reservation.,https://api.congress.gov/v3/bill/117/s/3773?format=xml,"Sen. Cantwell, Maria [D-WA]",Native Americans,https://www.congress.gov/117/bills/s3773/BILLS-117s3773enr.xml
5016,S,117,Colonel Mary Louise Rasmuson Campus of the Alaska VA Healthcare System Act of 2022,https://api.congress.gov/v3/bill/117/s/5016?format=xml,"Sen. Murkowski, Lisa [R-AK]",Armed Forces and National Security,https://www.congress.gov/117/bills/s5016/BILLS-117s5016enr.xml
4978,S,117,State Offices of Rural Health Program Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/4978?format=xml,"Sen. Barrasso, John [R-WY]",Health,https://www.congress.gov/117/bills/s4978/BILLS-117s4978enr.xml
4949,S,117,National Cemeteries Preservation and Protection Act of 2022,https://api.congress.gov/v3/bill/117/s/4949?format=xml,"Sen. Tester, Jon [D-MT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s4949/BILLS-117s4949enr.xml
4926,S,117,Respect for Child Survivors Act,https://api.congress.gov/v3/bill/117/s/4926?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4926/BILLS-117s4926enr.xml
4439,S,117,Katimiîn and Ameekyáaraam Sacred Lands Act,https://api.congress.gov/v3/bill/117/s/4439?format=xml,"Sen. Padilla, Alex [D-CA]",Native Americans,https://www.congress.gov/117/bills/s4439/BILLS-117s4439enr.xml
4411,S,117,"A bill to designate the facility of the United States Postal Service located at 5302 Galveston Road in Houston, Texas, as the ""Vanessa Guillen Post Office Building"".",https://api.congress.gov/v3/bill/117/s/4411?format=xml,"Sen. Cruz, Ted [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s4411/BILLS-117s4411enr.xml
4240,S,117,Justice for Victims of War Crimes Act,https://api.congress.gov/v3/bill/117/s/4240?format=xml,"Sen. Grassley, Chuck [R-IA]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4240/BILLS-117s4240enr.xml
4120,S,117,Childhood Cancer STAR Reauthorization Act,https://api.congress.gov/v3/bill/117/s/4120?format=xml,"Sen. Reed, Jack [D-RI]",Health,https://www.congress.gov/117/bills/s4120/BILLS-117s4120enr.xml
3949,S,117,Trafficking Victims Prevention and Protection Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/3949?format=xml,"Sen. Grassley, Chuck [R-IA]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s3949/BILLS-117s3949enr.xml
3946,S,117,Abolish Trafficking Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/3946?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s3946/BILLS-117s3946enr.xml
1402,S,117,Durbin Feeling Native American Languages Act of 2022,https://api.congress.gov/v3/bill/117/s/1402?format=xml,"Sen. Schatz, Brian [D-HI]",Native Americans,https://www.congress.gov/117/bills/s1402/BILLS-117s1402enr.xml
989,S,117,Native American Language Resource Center Act of 2022,https://api.congress.gov/v3/bill/117/s/989?format=xml,"Sen. Schatz, Brian [D-HI]",Native Americans,https://www.congress.gov/117/bills/s989/BILLS-117s989enr.xml
3168,S,117,"A bill to amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to modify the enforceability date for certain provisions, and for other purposes.",https://api.congress.gov/v3/bill/117/s/3168?format=xml,"Sen. Kelly, Mark [D-AZ]",Native Americans,https://www.congress.gov/117/bills/s3168/BILLS-117s3168enr.xml
680,HR,117,"For the relief of Arpita Kurdekar, Girish Kurdekar, and Vandana Kurdekar.",https://api.congress.gov/v3/bill/117/hr/680?format=xml,"Rep. Kuster, Ann M. [D-NH-2]",,https://www.congress.gov/117/bills/hr680/BILLS-117hr680enr.xml
1082,HR,117,Sami's Law,https://api.congress.gov/v3/bill/117/hr/1082?format=xml,"Rep. Smith, Christopher H. [R-NJ-4]",Transportation and Public Works,https://www.congress.gov/117/bills/hr1082/BILLS-117hr1082enr.xml
5087,S,117,"A bill to amend the Not Invisible Act of 2019 to extend, and provide additional support for, the activities of the Department of the Interior and the Department of Justice Joint Commission on Reducing Violent Crime Against Indians, and for other purposes.",https://api.congress.gov/v3/bill/117/s/5087?format=xml,"Sen. Murkowski, Lisa [R-AK]",Native Americans,https://www.congress.gov/117/bills/s5087/BILLS-117s5087enr.xml
5328,S,117,A bill to amend the Farm Security and Rural Investment Act of 2002 to extend terminal lakes assistance.,https://api.congress.gov/v3/bill/117/s/5328?format=xml,"Sen. Cortez Masto, Catherine [D-NV]",Agriculture and Food,https://www.congress.gov/117/bills/s5328/BILLS-117s5328enr.xml
2333,S,117,Equal Pay for Team USA Act of 2022,https://api.congress.gov/v3/bill/117/s/2333?format=xml,"Sen. Cantwell, Maria [D-WA]",Sports and Recreation,https://www.congress.gov/117/bills/s2333/BILLS-117s2333enr.xml
1541,S,117,Martha Wright-Reed Just and Reasonable Communications Act of 2022,https://api.congress.gov/v3/bill/117/s/1541?format=xml,"Sen. Duckworth, Tammy [D-IL]","Science, Technology, Communications",https://www.congress.gov/117/bills/s1541/BILLS-117s1541enr.xml
450,S,117,Emmett Till and Mamie Till-Mobley Congressional Gold Medal Act of 2021,https://api.congress.gov/v3/bill/117/s/450?format=xml,"Sen. Burr, Richard [R-NC]","Civil Rights and Liberties, Minority Issues",https://www.congress.gov/117/bills/s450/BILLS-117s450enr.xml
3308,S,117,Colorado River Indian Tribes Water Resiliency Act of 2022,https://api.congress.gov/v3/bill/117/s/3308?format=xml,"Sen. Kelly, Mark [D-AZ]",Transportation and Public Works,https://www.congress.gov/117/bills/s3308/BILLS-117s3308enr.xml
2834,S,117,Dr. Joanne Smith Memorial Rehabilitation Innovation Centers Act of 2022,https://api.congress.gov/v3/bill/117/s/2834?format=xml,"Sen. Durbin, Richard J. [D-IL]",Health,https://www.congress.gov/117/bills/s2834/BILLS-117s2834enr.xml
3405,S,117,Low Power Protection Act,https://api.congress.gov/v3/bill/117/s/3405?format=xml,"Sen. Blunt, Roy [R-MO]","Science, Technology, Communications",https://www.congress.gov/117/bills/s3405/BILLS-117s3405enr.xml
1154,HR,117,Great Dismal Swamp National Heritage Area Act,https://api.congress.gov/v3/bill/117/hr/1154?format=xml,"Rep. McEachin, A. Donald [D-VA-4]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/hr1154/BILLS-117hr1154enr.xml
1917,HR,117,Hazard Eligibility and Local Projects Act,https://api.congress.gov/v3/bill/117/hr/1917?format=xml,"Rep. Fletcher, Lizzie [D-TX-7]",Emergency Management,https://www.congress.gov/117/bills/hr1917/BILLS-117hr1917enr.xml
897,HR,117,Agua Caliente Land Exchange Fee to Trust Confirmation Act,https://api.congress.gov/v3/bill/117/hr/897?format=xml,"Rep. Ruiz, Raul [D-CA-36]",Native Americans,https://www.congress.gov/117/bills/hr897/BILLS-117hr897enr.xml
8203,HR,117,"To designate the facility of the United States Postal Service located at 651 Business Interstate Highway 35 North Suite 420 in New Braunfels, Texas, as the ""Bob Krueger Post Office"".",https://api.congress.gov/v3/bill/117/hr/8203?format=xml,"Rep. Doggett, Lloyd [D-TX-35]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8203/BILLS-117hr8203enr.xml
9308,HR,117,"To designate the facility of the United States Postal Service located at 6401 El Cajon Boulevard in San Diego, California, as the ""Susan A. Davis Post Office"".",https://api.congress.gov/v3/bill/117/hr/9308?format=xml,"Rep. Jacobs, Sara [D-CA-53]",Government Operations and Politics,https://www.congress.gov/117/bills/hr9308/BILLS-117hr9308enr.xml
7,S,117,VAWA Technical Amendment Act of 2022,https://api.congress.gov/v3/bill/117/s/7?format=xml,"Sen. Hirono, Mazie K. [D-HI]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s7/BILLS-117s7enr.xml
789,S,117,RESPECT Act,https://api.congress.gov/v3/bill/117/s/789?format=xml,"Sen. Rounds, Mike [R-SD]",Native Americans,https://www.congress.gov/117/bills/s789/BILLS-117s789enr.xml
1466,S,117,Saline Lake Ecosystems in the Great Basin States Program Act of 2022,https://api.congress.gov/v3/bill/117/s/1466?format=xml,"Sen. Merkley, Jeff [D-OR]",Environmental Protection,https://www.congress.gov/117/bills/s1466/BILLS-117s1466enr.xml
2607,S,117,Iran Hostages Congressional Gold Medal Act,https://api.congress.gov/v3/bill/117/s/2607?format=xml,"Sen. Padilla, Alex [D-CA]",International Affairs,https://www.congress.gov/117/bills/s2607/BILLS-117s2607enr.xml
2899,S,117,Prison Camera Reform Act of 2021,https://api.congress.gov/v3/bill/117/s/2899?format=xml,"Sen. Ossoff, Jon [D-GA]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s2899/BILLS-117s2899enr.xml
2991,S,117,Countering Human Trafficking Act of 2021,https://api.congress.gov/v3/bill/117/s/2991?format=xml,"Sen. Peters, Gary C. [D-MI]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s2991/BILLS-117s2991enr.xml
3846,S,117,Justice and Mental Health Collaboration Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/3846?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s3846/BILLS-117s3846enr.xml
4003,S,117,Law Enforcement De-Escalation Training Act of 2022,https://api.congress.gov/v3/bill/117/s/4003?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4003/BILLS-117s4003enr.xml
5230,S,117,Billy's Law,https://api.congress.gov/v3/bill/117/s/5230?format=xml,"Sen. Murphy, Christopher [D-CT]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s5230/BILLS-117s5230enr.xml
8226,HR,117,"To designate the facility of the United States Postal Service located at 236 Concord Exchange North in South Saint Paul, Minnesota, as the ""Officer Leo Pavlak Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/8226?format=xml,"Rep. Craig, Angie [D-MN-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8226/BILLS-117hr8226enr.xml
8260,HR,117,Faster Payments to Veterans' Survivors Act of 2022,https://api.congress.gov/v3/bill/117/hr/8260?format=xml,"Rep. Pappas, Chris [D-NH-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr8260/BILLS-117hr8260enr.xml
8025,HR,117,"To designate the facility of the United States Postal Service located at 100 South 1st Street in Minneapolis, Minnesota, as the ""Martin Olav Sabo Post Office"".",https://api.congress.gov/v3/bill/117/hr/8025?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8025/BILLS-117hr8025enr.xml
8026,HR,117,"To designate the facility of the United States Postal Service located at 825 West 65th Street in Minneapolis, Minnesota, as the ""Charles W. Lindberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/8026?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8026/BILLS-117hr8026enr.xml
2473,HR,117,"To designate the facility of the United States Postal Service located at 275 Penn Avenue in Salem, Ohio, as the ""Howard Arthur Tibbs Post Office"".",https://api.congress.gov/v3/bill/117/hr/2473?format=xml,"Rep. Johnson, Bill [R-OH-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2473/BILLS-117hr2473enr.xml
5650,HR,117,"To designate the facility of the United States Postal Service located at 16605 East Avenue of the Fountains in Fountain Hills, Arizona, as the ""Dr. C.T. Wright Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5650?format=xml,"Rep. Schweikert, David [R-AZ-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5650/BILLS-117hr5650enr.xml
5794,HR,117,"To designate the facility of the United States Postal Service located at 850 Walnut Street in McKeesport, Pennsylvania, as the ""First Sergeant Leonard A. Funk, Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5794?format=xml,"Rep. Doyle, Michael F. [D-PA-18]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5794/BILLS-117hr5794enr.xml
5271,HR,117,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the ""Thelma Harper Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5271?format=xml,"Rep. Cooper, Jim [D-TN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5271/BILLS-117hr5271enr.xml
5865,HR,117,"To designate the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the ""Leonard Scarcella Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5865?format=xml,"Rep. Green, Al [D-TX-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5865/BILLS-117hr5865enr.xml
2724,HR,117,VA Peer Support Enhancement for MST Survivors Act,https://api.congress.gov/v3/bill/117/hr/2724?format=xml,"Rep. Delgado, Antonio [D-NY-19]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr2724/BILLS-117hr2724enr.xml
