Number,Type,Congress,Title,Url
39,S,111,"A bill to repeal section 10(f) of Public Law 93-531, commonly known as the ""Bennett Freeze"".",https://api.congress.gov/v3/bill/111/s/39?format=xml
3196,S,111,Pre-Election Presidential Transition Act of 2010,https://api.congress.gov/v3/bill/111/s/3196?format=xml
45,HJRES,111,Increasing the statutory limit on the public debt.,https://api.congress.gov/v3/bill/111/hjres/45?format=xml
2847,HR,111,Hiring Incentives to Restore Employment Act,https://api.congress.gov/v3/bill/111/hr/2847?format=xml
692,S,111,A bill to provide that claims of the United States to certain documents relating to Franklin Delano Roosevelt shall be treated as waived and relinquished in certain circumstances.,https://api.congress.gov/v3/bill/111/s/692?format=xml
2968,S,111,Trademark Technical and Conforming Amendment Act of 2010,https://api.congress.gov/v3/bill/111/s/2968?format=xml
4508,HR,111,"To provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958, and for other purposes.",https://api.congress.gov/v3/bill/111/hr/4508?format=xml
1299,HR,111,United States Capitol Police Administrative Technical Corrections Act of 2009,https://api.congress.gov/v3/bill/111/hr/1299?format=xml
1774,S,111,A bill for the relief of Hotaru Nakama Ferschke.,https://api.congress.gov/v3/bill/111/s/1774?format=xml
4010,S,111,A bill for the relief of Shigeru Yamada.,https://api.congress.gov/v3/bill/111/s/4010?format=xml
4691,HR,111,Temporary Extension Act of 2010,https://api.congress.gov/v3/bill/111/hr/4691?format=xml
6523,HR,111,Ike Skelton National Defense Authorization Act for Fiscal Year 2011,https://api.congress.gov/v3/bill/111/hr/6523?format=xml
4036,S,111,A bill to clarify the National Credit Union Administration authority to make stabilization fund expenditures without borrowing from the Treasury.,https://api.congress.gov/v3/bill/111/s/4036?format=xml
3903,S,111,A bill to authorize leases of up to 99 years for lands held in trust for Ohkay Owingeh Pueblo.,https://api.congress.gov/v3/bill/111/s/3903?format=xml
3874,S,111,Reduction of Lead in Drinking Water Act,https://api.congress.gov/v3/bill/111/s/3874?format=xml
3592,S,111,"A bill to designate the facility of the United States Postal Service located at 100 Commerce Drive in Tyrone, Georgia, as the ""First Lieutenant Robert Wilson Collins Post Office Building"".",https://api.congress.gov/v3/bill/111/s/3592?format=xml
3481,S,111,A bill to amend the Federal Water Pollution Control Act to clarify Federal responsibility for stormwater pollution.,https://api.congress.gov/v3/bill/111/s/3481?format=xml
3447,S,111,Post-9/11 Veterans Educational Assistance Improvements Act of 2010,https://api.congress.gov/v3/bill/111/s/3447?format=xml
3243,S,111,Anti-Border Corruption Act of 2010,https://api.congress.gov/v3/bill/111/s/3243?format=xml
3036,S,111,National Alzheimer's Project Act,https://api.congress.gov/v3/bill/111/s/3036?format=xml
2950,S,111,Criminal History Background Checks Pilot Extension Act of 2009,https://api.congress.gov/v3/bill/111/s/2950?format=xml
1481,S,111,Frank Melville Supportive Housing Investment Act of 2010,https://api.congress.gov/v3/bill/111/s/1481?format=xml
841,S,111,Pedestrian Safety Enhancement Act of 2010,https://api.congress.gov/v3/bill/111/s/841?format=xml
118,S,111,Section 202 Supportive Housing for the Elderly Act of 2010,https://api.congress.gov/v3/bill/111/s/118?format=xml
6533,HR,111,Local Community Radio Act of 2010,https://api.congress.gov/v3/bill/111/hr/6533?format=xml
6510,HR,111,"To direct the Administrator of General Services to convey a parcel of real property in Houston, Texas, to the Military Museum of Texas, and for other purposes.",https://api.congress.gov/v3/bill/111/hr/6510?format=xml
6412,HR,111,Access to Criminal History Records for State Sentencing Commissions Act of 2010,https://api.congress.gov/v3/bill/111/hr/6412?format=xml
6400,HR,111,"To designate the facility of the United States Postal Service located at 111 North 6th Street in St. Louis, Missouri, as the ""Earl Wilson, Jr. Post Office"".",https://api.congress.gov/v3/bill/111/hr/6400?format=xml
6392,HR,111,"To designate the facility of the United States Postal Service located at 5003 Westfields Boulevard in Centreville, Virginia, as the ""Colonel George Juskalian Post Office Building"".",https://api.congress.gov/v3/bill/111/hr/6392?format=xml
5901,HR,111,An act to amend the Internal Revenue Code of 1986 to authorize the tax court to appoint employees.,https://api.congress.gov/v3/bill/111/hr/5901?format=xml
5877,HR,111,"To designate the facility of the United States Postal Service located at 655 Centre Street in Jamaica Plain, Massachusetts, as the ""Lance Corporal Alexander Scott Arredondo, United States Marine Corps Post Office Building"".",https://api.congress.gov/v3/bill/111/hr/5877?format=xml
5809,HR,111,Diesel Emissions Reduction Act of 2010,https://api.congress.gov/v3/bill/111/hr/5809?format=xml
5655,HR,111,"To designate the Little River Branch facility of the United States Postal Service located at 140 NE 84th Street in Miami, Florida, as the ""Jesse J. McCrary, Jr. Post Office"".",https://api.congress.gov/v3/bill/111/hr/5655?format=xml
5606,HR,111,"To designate the facility of the United States Postal Service located at 47 South 7th Street in Indiana, Pennsylvania, as the ""James M. 'Jimmy' Stewart Post Office Building"".",https://api.congress.gov/v3/bill/111/hr/5606?format=xml
5605,HR,111,"To designate the facility of the United States Postal Service located at 47 East Fayette Street in Uniontown, Pennsylvania, as the ""George C. Marshall Post Office"".",https://api.congress.gov/v3/bill/111/hr/5605?format=xml
5470,HR,111,To exclude an external power supply for certain security or life safety alarms and surveillance system components from the application of certain energy efficiency standards under the Energy Policy and Conservation Act.,https://api.congress.gov/v3/bill/111/hr/5470?format=xml
5133,HR,111,"To designate the facility of the United States Postal Service located at 331 1st Street in Carlstadt, New Jersey, as the ""Staff Sergeant Frank T. Carvill and Lance Corporal Michael A. Schwarz Post Office Building"".",https://api.congress.gov/v3/bill/111/hr/5133?format=xml
2949,S,111,Emergency Aid to American Survivors of the Haiti Earthquake Act,https://api.congress.gov/v3/bill/111/s/2949?format=xml
5116,HR,111,America COMPETES Reauthorization Act of 2010,https://api.congress.gov/v3/bill/111/hr/5116?format=xml
4973,HR,111,National Wildlife Refuge Volunteer Improvement Act of 2010,https://api.congress.gov/v3/bill/111/hr/4973?format=xml
4748,HR,111,Northern Border Counternarcotics Strategy Act of 2010,https://api.congress.gov/v3/bill/111/hr/4748?format=xml
4602,HR,111,"To designate the facility of the United States Postal Service located at 1332 Sharon Copley Road in Sharon Center, Ohio, as the ""Emil Bolas Post Office"".",https://api.congress.gov/v3/bill/111/hr/4602?format=xml
4445,HR,111,Indian Pueblo Cultural Center Clarification Act,https://api.congress.gov/v3/bill/111/hr/4445?format=xml
2751,HR,111,FDA Food Safety Modernization Act,https://api.congress.gov/v3/bill/111/hr/2751?format=xml
2142,HR,111,GPRA Modernization Act of 2010,https://api.congress.gov/v3/bill/111/hr/2142?format=xml
