division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
,,,,,,2.,Low power TV stations,"(a) (a) Definitions In this section— (1) (1) the term Commission means the Federal Communications Commission; (2) (2) the term Designated Market Area means— (A) (A) a Designated Market Area determined by Nielsen Media Research or any successor entity; or (B) (B) a Designated Market Area under a system of dividing television broadcast station licensees into local markets using a system that the Commission determines is equivalent to the system established by Nielsen Media Research; and (3) (3) the term low power TV station has the meaning given the term digital low power TV station in section 74.701 of title 47, Code of Federal Regulations, or any successor regulation.."
,,,,,,2.,Low power TV stations,(1) (1) the term Commission means the Federal Communications Commission;.
,,,,,,2.,Low power TV stations,(2) (2) the term Designated Market Area means— (A) (A) a Designated Market Area determined by Nielsen Media Research or any successor entity; or (B) (B) a Designated Market Area under a system of dividing television broadcast station licensees into local markets using a system that the Commission determines is equivalent to the system established by Nielsen Media Research; and.
,,,,,,2.,Low power TV stations,(A) (A) a Designated Market Area determined by Nielsen Media Research or any successor entity; or.
,,,,,,2.,Low power TV stations,(B) (B) a Designated Market Area under a system of dividing television broadcast station licensees into local markets using a system that the Commission determines is equivalent to the system established by Nielsen Media Research; and.
,,,,,,2.,Low power TV stations,"(3) (3) the term low power TV station has the meaning given the term digital low power TV station in section 74.701 of title 47, Code of Federal Regulations, or any successor regulation.."
,,,,,,2.,Low power TV stations,(b) (b) Purpose The purpose of this section is to provide low power TV stations with a limited window of opportunity to apply for the opportunity to be accorded primary status as Class A television licensees..
,,,,,,2.,Low power TV stations,"(c) (c) Rulemaking (1) (1) In general Not later than 90 days after the date of enactment of this Act, the Commission shall issue a notice of proposed rulemaking to issue a rule that contains the requirements described in this subsection. (2) (2) Requirements (A) (A) In general The rule with respect to which the Commission is required to issue notice under paragraph (1) shall provide that, during the 1-year period beginning on the date on which that rule takes effect, a low power TV station may apply to the Commission to be accorded primary status as a Class A television licensee under section 73.6001 of title 47, Code of Federal Regulations, or any successor regulation. (B) (B) Considerations The Commission may approve an application submitted under subparagraph (A) if the low power TV station submitting the application— (i) (i) satisfies— (I) (I) section 336(f)(2) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(2) ) and the rules issued under that section, including the requirements under such section 336(f)(2) with respect to locally produced programming, except that, for the purposes of this subclause, the period described in the matter preceding subclause (I) of subparagraph (A)(i) of such section 336(f)(2) shall be construed to be the 90-day period preceding the date of enactment of this Act; and (II) (II) paragraphs (b), (c), and (d) of 73.6001 of title 47, Code of Federal Regulations, or any successor regulation; (ii) (ii) demonstrates to the Commission that the Class A station for which the license is sought will not cause any interference described in section 336(f)(7) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(7) ); and (iii) (iii) as of the date of enactment of this Act, operates in a Designated Market Area with not more than 95,000 television households. (3) (3) Applicability of license A license that accords primary status as a Class A television licensee to a low power TV station as a result of the rule with respect to which the Commission is required to issue notice under paragraph (1) shall— (A) (A) be subject to the same license terms and renewal standards as a license for a full power television broadcast station, except as otherwise expressly provided in this subsection; and (B) (B) require the low power TV station to remain in compliance with paragraph (2)(B) during the term of the license.."
,,,,,,2.,Low power TV stations,"(1) (1) In general Not later than 90 days after the date of enactment of this Act, the Commission shall issue a notice of proposed rulemaking to issue a rule that contains the requirements described in this subsection.."
,,,,,,2.,Low power TV stations,"(2) (2) Requirements (A) (A) In general The rule with respect to which the Commission is required to issue notice under paragraph (1) shall provide that, during the 1-year period beginning on the date on which that rule takes effect, a low power TV station may apply to the Commission to be accorded primary status as a Class A television licensee under section 73.6001 of title 47, Code of Federal Regulations, or any successor regulation. (B) (B) Considerations The Commission may approve an application submitted under subparagraph (A) if the low power TV station submitting the application— (i) (i) satisfies— (I) (I) section 336(f)(2) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(2) ) and the rules issued under that section, including the requirements under such section 336(f)(2) with respect to locally produced programming, except that, for the purposes of this subclause, the period described in the matter preceding subclause (I) of subparagraph (A)(i) of such section 336(f)(2) shall be construed to be the 90-day period preceding the date of enactment of this Act; and (II) (II) paragraphs (b), (c), and (d) of 73.6001 of title 47, Code of Federal Regulations, or any successor regulation; (ii) (ii) demonstrates to the Commission that the Class A station for which the license is sought will not cause any interference described in section 336(f)(7) of the Communications Act of 1934 ( 47 U.S.C. 336(f)(7) ); and (iii) (iii) as of the date of enactment of this Act, operates in a Designated Market Area with not more than 95,000 television households.."
,,,,,,2.,Low power TV stations,"(A) (A) In general The rule with respect to which the Commission is required to issue notice under paragraph (1) shall provide that, during the 1-year period beginning on the date on which that rule takes effect, a low power TV station may apply to the Commission to be accorded primary status as a Class A television licensee under section 73.6001 of title 47, Code of Federal Regulations, or any successor regulation.."
