Number,Type,Congress,Title,Url
4054,S,116,United States Grain Standards Reauthorization Act of 2020,https://api.congress.gov/v3/bill/116/s/4054?format=xml
221,HR,116,Special Envoy to Monitor and Combat Anti-Semitism Act,https://api.congress.gov/v3/bill/116/hr/221?format=xml
209,S,116,PROGRESS for Indian Tribes Act,https://api.congress.gov/v3/bill/116/s/209?format=xml
294,S,116,Native American Business Incubators Program Act,https://api.congress.gov/v3/bill/116/s/294?format=xml
150,HR,116,GREAT Act,https://api.congress.gov/v3/bill/116/hr/150?format=xml
394,S,116,Presidential Transition Enhancement Act of 2019,https://api.congress.gov/v3/bill/116/s/394?format=xml
3758,S,116,A bill to amend the Klamath Basin Water Supply Enhancement Act of 2000 to make certain technical corrections.,https://api.congress.gov/v3/bill/116/s/3758?format=xml
914,S,116,Coordinated Ocean Observations and Research Act of 2020,https://api.congress.gov/v3/bill/116/s/914?format=xml
2981,S,116,National Oceanic and Atmospheric Administration Commissioned Officer Corps Amendments Act of 2020,https://api.congress.gov/v3/bill/116/s/2981?format=xml
725,S,116,A bill to change the address of the postal facility designated in honor of Captain Humayun Khan.,https://api.congress.gov/v3/bill/116/s/725?format=xml
3317,HR,116,"To permit the Scipio A. Jones Post Office in Little Rock, Arkansas, to accept and display a portrait of Scipio A. Jones, and for other purposes.",https://api.congress.gov/v3/bill/116/hr/3317?format=xml
3680,HR,116,"To designate the facility of the United States Postal Service located at 415 North Main Street in Henning, Tennessee, as the ""Paula Croom Robinson and Judy Spray Memorial Post Office Building"".",https://api.congress.gov/v3/bill/116/hr/3680?format=xml
1503,HR,116,Orange Book Transparency Act of 2020,https://api.congress.gov/v3/bill/116/hr/1503?format=xml
2030,HR,116,Colorado River Drought Contingency Plan Authorization Act,https://api.congress.gov/v3/bill/116/hr/2030?format=xml
3637,S,116,"A bill to amend the Servicemembers Civil Relief Act to extend lease protections for servicemembers under stop movement orders in response to a local, national, or global emergency, and for other purposes.",https://api.congress.gov/v3/bill/116/s/3637?format=xml
375,S,116,Payment Integrity Information Act of 2019,https://api.congress.gov/v3/bill/116/s/375?format=xml
5472,HR,116,Jimmy Carter National Historical Park Redesignation Act,https://api.congress.gov/v3/bill/116/hr/5472?format=xml
