Number,Type,Congress,Title,Url
1280,S,112,Kate Puzey Peace Corps Volunteer Protection Act of 2011,https://api.congress.gov/v3/bill/112/s/1280?format=xml
4348,HR,112,MAP-21,https://api.congress.gov/v3/bill/112/hr/4348?format=xml
6620,HR,112,Former Presidents Protection Act of 2012,https://api.congress.gov/v3/bill/112/hr/6620?format=xml
3187,S,112,Food and Drug Administration Safety and Innovation Act,https://api.congress.gov/v3/bill/112/s/3187?format=xml
2297,HR,112,"To promote the development of the Southwest waterfront in the District of Columbia, and for other purposes.",https://api.congress.gov/v3/bill/112/hr/2297?format=xml
33,HR,112,Church Plan Investment Clarification Act,https://api.congress.gov/v3/bill/112/hr/33?format=xml
3801,HR,112,Ultralight Aircraft Smuggling Prevention Act of 2012,https://api.congress.gov/v3/bill/112/hr/3801?format=xml
3237,HR,112,SOAR Technical Corrections Act,https://api.congress.gov/v3/bill/112/hr/3237?format=xml
6064,HR,112,Temporary Surface Transportation Extension Act of 2012,https://api.congress.gov/v3/bill/112/hr/6064?format=xml
997,S,112,East Bench Irrigation District Water Contract Extension Act,https://api.congress.gov/v3/bill/112/s/997?format=xml
684,S,112,"A bill to provide for the conveyance of certain parcels of land to the town of Alta, Utah.",https://api.congress.gov/v3/bill/112/s/684?format=xml
404,S,112,A bill to modify a land grant patent issued by the Secretary of the Interior.,https://api.congress.gov/v3/bill/112/s/404?format=xml
5890,HR,112,To correct a technical error in Public Law 112-122.,https://api.congress.gov/v3/bill/112/hr/5890?format=xml
5883,HR,112,To make a technical correction in Public Law 112-108.,https://api.congress.gov/v3/bill/112/hr/5883?format=xml
363,S,112,"A bill to authorize the Secretary of Commerce to convey property of the National Oceanic and Atmospheric Administration to the City of Pascagoula, Mississippi, and for other purposes.",https://api.congress.gov/v3/bill/112/s/363?format=xml
292,S,112,Salmon Lake Land Selection Resolution Act,https://api.congress.gov/v3/bill/112/s/292?format=xml
3261,S,112,A bill to allow the Chief of the Forest Service to award certain contracts for large air tankers.,https://api.congress.gov/v3/bill/112/s/3261?format=xml
4097,HR,112,John F. Kennedy Center Reauthorization Act of 2012,https://api.congress.gov/v3/bill/112/hr/4097?format=xml
3992,HR,112,To allow otherwise eligible Israeli nationals to receive E-2  nonimmigrant visas if similarly situated United States nationals are eligible for similar nonimmigrant status in Israel.,https://api.congress.gov/v3/bill/112/hr/3992?format=xml
2947,HR,112,"To provide for the release of the reversionary interest held by the United States in certain land conveyed by the United States in 1950 for the establishment of an airport in Cook County, Minnesota.",https://api.congress.gov/v3/bill/112/hr/2947?format=xml
4849,HR,112,Sequoia and King Canyon National Parks Backcountry Access Act,https://api.congress.gov/v3/bill/112/hr/4849?format=xml
4119,HR,112,Border Tunnel Prevention Act of 2012,https://api.congress.gov/v3/bill/112/hr/4119?format=xml
3413,HR,112,"To designate the facility of the United States Postal Service located at 1449 West Avenue in Bronx, New York, as the ""Private Isaac T. Cortes Post Office"".",https://api.congress.gov/v3/bill/112/hr/3413?format=xml
3220,HR,112,"To designate the facility of the United States Postal Service located at 170 Evergreen Square SW in Pine City, Minnesota, as the ""Master Sergeant Daniel L. Fedder Post Office"".",https://api.congress.gov/v3/bill/112/hr/3220?format=xml
2415,HR,112,"To designate the facility of the United States Postal Service located at 11 Dock Street in Pittston, Pennsylvania, as the ""Trooper Joshua D. Miller Post Office Building"".",https://api.congress.gov/v3/bill/112/hr/2415?format=xml
5740,HR,112,National Flood Insurance Program Extension Act,https://api.congress.gov/v3/bill/112/hr/5740?format=xml
2072,HR,112,Export-Import Bank Reauthorization Act of 2012,https://api.congress.gov/v3/bill/112/hr/2072?format=xml
4967,HR,112,Temporary Bankruptcy Judgeships Extension Act of 2012,https://api.congress.gov/v3/bill/112/hr/4967?format=xml
