Number,Type,Congress,Title,Url
1023,S,115,Tropical Forest Conservation Reauthorization Act of 2018,https://api.congress.gov/v3/bill/115/s/1023?format=xml
2288,HR,115,Veterans Appeals Improvement and Modernization Act of 2017,https://api.congress.gov/v3/bill/115/hr/2288?format=xml
2454,HR,115,Department of Homeland Security Data Framework Act of 2018,https://api.congress.gov/v3/bill/115/hr/2454?format=xml
1318,HR,115,Preventing Maternal Deaths Act of 2018,https://api.congress.gov/v3/bill/115/hr/1318?format=xml
589,HR,115,Department of Energy Research and Innovation Act,https://api.congress.gov/v3/bill/115/hr/589?format=xml
3218,HR,115,Harry W. Colmery Veterans Educational Assistance Act of 2017,https://api.congress.gov/v3/bill/115/hr/3218?format=xml
2210,HR,115,"To designate the community living center of the Department of Veterans Affairs in Butler Township, Butler County, Pennsylvania, as the ""Sergeant Joseph George Kusick VA Community Living Center"".",https://api.congress.gov/v3/bill/115/hr/2210?format=xml
114,S,115,VA Choice and Quality Employment Act of 2017,https://api.congress.gov/v3/bill/115/s/114?format=xml
3298,HR,115,Wounded Officers Recovery Act of 2017,https://api.congress.gov/v3/bill/115/hr/3298?format=xml
353,HR,115,Weather Research and Forecasting Innovation Act of 2017,https://api.congress.gov/v3/bill/115/hr/353?format=xml
67,HJRES,115,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,https://api.congress.gov/v3/bill/115/hjres/67?format=xml
41,HJRES,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Securities and Exchange Commission relating to ""Disclosure of Payments by Resource Extraction Issuers"".",https://api.congress.gov/v3/bill/115/hjres/41?format=xml
43,HJRES,115,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients.",https://api.congress.gov/v3/bill/115/hjres/43?format=xml
3364,HR,115,Countering America's Adversaries Through Sanctions Act,https://api.congress.gov/v3/bill/115/hr/3364?format=xml
1238,HR,115,Securing our Agriculture and Food Act,https://api.congress.gov/v3/bill/115/hr/1238?format=xml
1083,S,115,"A bill to amend section 1214 of title 5, United States Code, to provide for stays during a period that the Merit Systems Protection Board lacks a quorum.",https://api.congress.gov/v3/bill/115/s/1083?format=xml
